Hello World!
0 67
0 65
1 65
1 65
1 65
0 65
1 65
0 65
0 65
0 65
0 65
0 65
1 65
1 65
1 65
0 65
0 65
0 70
1 66
1 65
1 65
1 65
0 65
1 65
0 65
0 65
1 65
1 65
0 65
1 65
0 69
0 65
0 65
0 65
0 66
0 65
0 65
0 65
1 65
1 65
1 65
1 65
1 65
1 65
1 65
0 65
0 65
0 65
1 65
0 65
0 65
0 69
1 66
0 65
1 65
0 65
1 65
1 65
1 65
1 65
1 65
0 65
0 65
1 65
0 65
0 65
1 65
1 65
0 65
1 65
1 65
1 65
1 65
1 66
0 65
0 65
0 65
0 65
1 65
0 65
1 65
0 65
0 65
0 65
1 65
0 65
0 65
0 65
0 65
0 65
1 65
1 65
0 65
0 66
1 65
1 65
0 65
1 65
0 65
0 65
1 65
0 65
1 65
0 65
0 65
1 65
0 65
1 65
1 65
0 65
0 66
0 65
0 65
1 65
1 65
0 65
1 65
0 65
1 65
0 65
1 65
1 65
0 65
0 65
1 65
1 65
1 65
0 65
1 65
1 65
1 65
0 65
0 65
0 66
1 65
0 65
0 65
1 65
0 65
0 65
0 65
0 65
1 65
0 65
1 65
0 65
1 74
0 65
1 65
1 65
0 65
0 65
0 65
1 65
1 65
0 65
1 65
0 66
0 65
1 65
0 75
0 65
1 65
1 65
1 65
0 65
1 65
1 65
1 65
1 74
1 65
1 65
0 65
1 65
0 65
0 65
0 65
0 65
0 66
0 65
1 65
1 65
0 65
1 75
0 65
1 65
1 65
0 65
1 65
0 65
0 65
0 65
1 65
0 65
0 65
0 65
1 65
1 65
1 65
1 65
1 65
1 65
0 65
1 65
1 65
0 65
1 65
0 65
0 65
0 65
1 65
1 65
1 65
1 65
1 65
1 65
0 65
0 65
0 65
1 65
1 65
1 65
1 65
1 65
1 65
1 74
1 66
0 65
1 65
0 65
0 65
1 65
1 65
0 65
0 65
0 65
0 65
1 65
0 65
1 75
1 65
1 65
0 65
1 65
1 65
0 65
1 65
1 65
1 74
0 65
0 65
1 65
0 65
1 65
1 65
1 65
1 65
1 65
1 65
1 65
1 65
1 65
1 65
0 65
0 65
1 65
0 66
1 65
0 65
1 65
0 65
0 76
1 65
1 65
0 65
1 65
1 65
1 65
0 65
1 65
1 74
1 66
1 65
0 65
0 65
1 65
0 65
1 65
0 65
1 65
0 69
1 65
0 65
0 65
0 65
1 65
1 65
0 65
0 65
0 66
0 65
0 65
1 65
0 65
1 65
0 65
1 65
1 65
1 65
0 65
1 65
1 65
1 65
0 65
0 65
0 65
0 65
0 65
1 65
0 65
1 65
0 65
1 65
0 65
0 66
0 65
1 65
0 65
1 74
0 65
0 65
0 65
1 65
0 65
1 65
1 65
1 65
0 75
0 65
1 65
1 65
0 65
1 65
0 65
1 65
1 65
0 65
1 65
0 65
1 65
1 66
0 65
0 65
0 65
0 65
0 65
1 65
0 65
